1,329934.971041446,4157674.26337619
2,329934.979457453,4157674.27094267
3,329934.988287339,4157674.27816915
4,329934.998037143,4157674.28574784
5,329935.007677485,4157674.29309365
6,329935.017558581,4157674.30073119
7,329935.027781076,4157674.30841706
8,329935.038824169,4157674.31675678
9,329935.049867083,4157674.32476924
10,329935.060713475,4157674.33361393
11,329935.071056519,4157674.34309037
12,329935.080905516,4157674.35280437
13,329935.090519123,4157674.36254835
14,329935.100429811,4157674.37222816
15,329935.111069128,4157674.38206602
16,329935.121838599,4157674.39190974
17,329935.133227186,4157674.40222326
18,329935.145081649,4157674.41234231
19,329935.157387264,4157674.42288275
20,329935.170178758,4157674.43366538
21,329935.183294905,4157674.44456309
22,329935.196298796,4157674.45623115
23,329935.209010335,4157674.46845803
24,329935.221623377,4157674.48008798
25,329935.234625559,4157674.49194597
26,329935.247348874,4157674.50528672
27,329935.260101175,4157674.51769527
28,329935.272926102,4157674.53027411
29,329935.286405499,4157674.54343341
30,329935.300479504,4157674.55694842
31,329935.313909233,4157674.56983767
32,329935.327785635,4157674.58274149
33,329935.342157655,4157674.59670853
34,329935.357195345,4157674.61069939
35,329935.372146484,4157674.62265432
36,329935.388023757,4157674.63563405
37,329935.403081751,4157674.64840518
38,329935.418642792,4157674.66186535
39,329935.434932752,4157674.67611221
40,329935.45100084,4157674.69104938
41,329935.467306568,4157674.70552841
42,329935.48336231,4157674.718878
43,329935.499341569,4157674.73309156
44,329935.514444869,4157674.74742546
45,329935.529678484,4157674.76238888
46,329935.545287578,4157674.77757271
47,329935.561262372,4157674.79212515
48,329935.57678154,4157674.80643309
49,329935.592813317,4157674.82094626
50,329935.60970838,4157674.83597311
51,329935.625532814,4157674.85144982
52,329935.640682787,4157674.86639703
53,329935.657035854,4157674.88145737
54,329935.67321414,4157674.89614505
55,329935.688692395,4157674.9114072
56,329935.703991475,4157674.92678176
57,329935.719980592,4157674.94224592
58,329935.736289181,4157674.95718304
59,329935.75282688,4157674.97277696
60,329935.76858431,4157674.98909471
61,329935.784592665,4157675.00455804
62,329935.80077857,4157675.01838239
63,329935.818065706,4157675.03262056
64,329935.834653301,4157675.04715278
65,329935.850475698,4157675.06191879
66,329935.865973386,4157675.07580076
67,329935.881425727,4157675.08932921
68,329935.896448913,4157675.1032738
69,329935.911246228,4157675.11699855
70,329935.926303972,4157675.13026726
71,329935.942125234,4157675.14362593
72,329935.958353757,4157675.15727147
73,329935.973356502,4157675.17140699
74,329935.986636204,4157675.18619314
75,329935.999319453,4157675.20094719
76,329936.01228911,4157675.21556839
77,329936.025031571,4157675.22940355
78,329936.03753227,4157675.24286909
79,329936.050112397,4157675.25622738
80,329936.063743044,4157675.26843281
81,329936.077850699,4157675.27921141
82,329936.092032311,4157675.29013371
83,329936.105543886,4157675.30061665
84,329936.118686431,4157675.31085583
85,329936.131755495,4157675.32133054
86,329936.14482344,4157675.3324535
87,329936.157469508,4157675.34342467
88,329936.169790333,4157675.35441334
89,329936.181958712,4157675.36466076
90,329936.194251148,4157675.37516172
91,329936.205588928,4157675.38613455
92,329936.216906568,4157675.39676935
93,329936.228388934,4157675.40681056
94,329936.240027873,4157675.41659604
95,329936.251414947,4157675.42583978
96,329936.262314127,4157675.4350015
97,329936.272770516,4157675.44444344
98,329936.283606142,4157675.45399084
99,329936.294597328,4157675.4628122
100,329936.304915548,4157675.47178455
101,329936.314454181,4157675.4810401
102,329936.323448548,4157675.48982293
103,329936.332564392,4157675.49857719
104,329936.341332499,4157675.50682895
105,329936.349966549,4157675.51480034
106,329936.358806486,4157675.52229367
107,329936.368220464,4157675.52954374
108,329936.378284516,4157675.5367745
109,329936.388265022,4157675.5436792
110,329936.398079233,4157675.55066988
111,329936.407466233,4157675.55758228
112,329936.416901457,4157675.56440784
113,329936.426155179,4157675.57092593
114,329936.434981212,4157675.57732805
115,329936.443640703,4157675.58388175
116,329936.452361007,4157675.59052114
117,329936.461264884,4157675.59682954
118,329936.470213774,4157675.6031225
119,329936.479203207,4157675.60892209
120,329936.487703579,4157675.6145403
